gender,race,residence,income,school_type,hooks,major,sat,ec_awards,essay_lor_interview,acceptances,waitlists,rejections,note,acceptances_clean,waitlists_clean,rejections_clean,num_acceptances,num_waitlists,num_rejections
F,BLACK,MO,Low,PUBLIC,URM,CS,1420,6.5,7.5,"['*RICE', '*EMORY', '*USC', '*TUFTS']","['*NORTHWESTERN', '*WILLIAMS', '*COLGATE']","['*BROWN', '*COLUMBIA', '*DUKE', '*PRINCETON', '*DARTMOUTH', '*POMONA']",NA,"RICE, EMORY, USC, TUFTS","NORTHWESTERN, WILLIAMS, COLGATE","BROWN, COLUMBIA, DUKE, PRINCETON, DARTMOUTH, POMONA",4,3,6
F,WHITE,MI,High,PUBLIC,NONE,BUSINESS,1190,1,4.5,['*USC'],[],[],NA,USC,,,1,0,0
M,ASIAN,OR,High,PUBLIC,NONE,BIO,1410,5.5,7.5,"['*MIT', '*UPENN']",[],"['*HARVARD', '*GEORGIA TECH', '*SWARTHMORE', '*COLGATE', '*TULANE', '*UVA']",NA,"MIT, UPENN",,"HARVARD, GEORGIA TECH, SWARTHMORE, COLGATE, TULANE, UVA",2,0,6
M,ASIAN,NA,Middle,PUBLIC,NONE,CS,1330,2.5,5.7,"['*PURDUE', '*UIUC', '*RUTGERS', '*VIRGINIA TECH', '*NORTHEASTERN', '*UVA']",['*UMICH'],"['*CORNELL', '*GEORGIA TECH', '*NYU']",NA,"PURDUE, UIUC, RUTGERS, VIRGINIA TECH, NORTHEASTERN, UVA",UMICH,"CORNELL, GEORGIA TECH, NYU",6,1,3
F,HISPANIC,CA,High,PUBLIC,NONE,NEUROSCIENCE,1380,7.5,6.5,"['*USC', '*HARVEY MUDD']",[],['*DUKE'],NA,"USC, HARVEY MUDD",,DUKE,2,0,1
F,ASIAN,NY,High,PUBLIC,NONE,HISTORY,1590,6.5,8.1,"['*CORNELL', '*NYU', '*EMORY', '*BOSTON UNIVERSITY', '*NORTHEASTERN', '*UNC CHAPEL HILL', '*UVA']",[],"['*HARVARD', '*YALE', '*COLUMBIA']",NA,"CORNELL, NYU, EMORY, BOSTON UNIVERSITY, NORTHEASTERN, UNC CHAPEL HILL, UVA",,"HARVARD, YALE, COLUMBIA",7,0,3
F,ASIAN,NY,Low,PUBLIC,NONE,CS,1600,6.5,7.5,"['*UMICH', '*CASE WESTERN', '*UCHICAGO', '*ARIZONA STATE']",[],"['*HARVARD', '*YALE', '*BROWN', '*NORTHWESTERN', '*CORNELL', '*PRINCETON', '*JOHNS HOPKINS', '*SWARTHMORE', '*RICE', '*POMONA', '*NYU', '*UPENN', '*EMORY', '*BOSTON UNIVERSITY']",NA,"UMICH, CASE WESTERN, UCHICAGO, ARIZONA STATE",,"HARVARD, YALE, BROWN, NORTHWESTERN, CORNELL, PRINCETON, JOHNS HOPKINS, SWARTHMORE, RICE, POMONA, NYU, UPENN, EMORY, BOSTON UNIVERSITY",4,0,14
M,ASIAN,MI,High,PUBLIC,NONE,NA,1530,7.5,4.5,['*CORNELL'],[],[],NA,CORNELL,,,1,0,0
M,WHITE,CA,Low,PUBLIC,NONE,CS,1460,3.5,2.5,"['*UCD', '*ARIZONA STATE']","['*UCSC', '*UIUC']","['*UCLA', '*BERKELEY', '*UCSD', '*CALTECH', '*UCSB', '*UCI']",NA,"UCD, ARIZONA STATE","UCSC, UIUC","UCLA, BERKELEY, UCSD, CALTECH, UCSB, UCI",2,2,6
M,ASIAN,INTERNATIONAL,High,PRIVATE,NONE,CS,1570,4.5,3.7,[],"['*NORTHWESTERN', '*CMU']",['*CMU'],NA,,"NORTHWESTERN, CMU",CMU,0,2,1
M,ASIAN,IL,Low,PUBLIC,NONE,ENG,1400,5,4.5,"['*PURDUE', '*UPENN', '*UIUC', '*VIRGINIA TECH', '*UVA']",[],[],NA,"PURDUE, UPENN, UIUC, VIRGINIA TECH, UVA",,,5,0,0
M,ASIAN,OR,Low,PUBLIC,FIRST-GEN,CS,1530,3.5,3.7,"['*HARVARD', '*YALE', '*STANFORD', '*COLUMBIA', '*PRINCETON', '*MIT', '*CALTECH', '*JOHNS HOPKINS', '*NORTHEASTERN']",['*CASE WESTERN'],['*NORTHWESTERN'],NA,"HARVARD, YALE, STANFORD, COLUMBIA, PRINCETON, MIT, CALTECH, JOHNS HOPKINS, NORTHEASTERN",CASE WESTERN,NORTHWESTERN,9,1,1
F,BLACK,NY,Low,PUBLIC,URM,ENG,1390,5.5,4.2,['*FORDHAM'],['*NORTHEASTERN'],"['*POMONA', '*NYU', '*USC', '*TUFTS']",NA,FORDHAM,NORTHEASTERN,"POMONA, NYU, USC, TUFTS",1,1,4
M,WHITE,INTERNATIONAL,Low,PRIVATE,FIRST-GEN,CS,1540,6.5,7.2,[],[],"['*HARVARD', '*NORTHWESTERN', '*CORNELL']",NA,,,"HARVARD, NORTHWESTERN, CORNELL",0,0,3
M,WHITE,CA,High,PUBLIC,NONE,NA,1470,6.5,7.5,"['*UCLA', '*UCSB', '*BOSTON COLLEGE', '*NORTHEASTERN', '*UCI']","['*WASHU', '*CLAREMONT MCKENNA']","['*HARVARD', '*BROWN', '*STANFORD', '*BERKELEY', '*POMONA']",NA,"UCLA, UCSB, BOSTON COLLEGE, NORTHEASTERN, UCI","WASHU, CLAREMONT MCKENNA","HARVARD, BROWN, STANFORD, BERKELEY, POMONA",5,2,5
F,WHITE,NA,Low,PUBLIC,FIRST-GEN,MEDIA STUDIES,1420,5,6.5,"['*UPENN', '*FORDHAM']",['*NYU'],['*COLUMBIA'],NA,"UPENN, FORDHAM",NYU,COLUMBIA,2,1,1
M,BLACK,GA,High,PUBLIC,URM,BUSINESS,1380,2.5,5.5,[],['*GEORGIA TECH'],"['*HARVARD', '*COLUMBIA', '*UPENN']",NA,,GEORGIA TECH,"HARVARD, COLUMBIA, UPENN",0,1,3
M,ASIAN,IL,Low,NA,NONE,PSYCH,1470,6.5,3.5,[],"['*GEORGIA TECH', '*NORTHEASTERN', '*UCI']","['*UCLA', '*NORTHWESTERN', '*VANDERBILT', '*UCSC']",NA,,"GEORGIA TECH, NORTHEASTERN, UCI","UCLA, NORTHWESTERN, VANDERBILT, UCSC",0,3,4
F,WHITE,CA,High,NA,URM,BIO,1080,3.5,1.5,"['*UCLA', '*UCSD', '*UCSB', '*UCR', '*UCI']",[],[],NA,"UCLA, UCSD, UCSB, UCR, UCI",,,5,0,0
M,ASIAN,OH,NA,PUBLIC,NONE,NA,1490,6.5,0,"['*UCSD', '*PURDUE', '*UPENN', '*CASE WESTERN']",[],"['*NYU', '*EMORY', '*CASE WESTERN']",NA,"UCSD, PURDUE, UPENN, CASE WESTERN",,"NYU, EMORY, CASE WESTERN",4,0,3
F,WHITE,OR,Low,SMALL,FIRST-GEN,DESIGN,1410,2,4.5,['*UPENN'],"['*VIRGINIA TECH', '*UVA']","['*GEORGIA TECH', '*NORTHEASTERN']",NA,UPENN,"VIRGINIA TECH, UVA","GEORGIA TECH, NORTHEASTERN",1,2,2
F,WHITE,CA,Low,NA,NONE,ENVIRONMENTAL STUDIES,1350,4.5,2,['*UCI'],[],['*UCLA'],NA,UCI,,UCLA,1,0,1
F,ASIAN,CA,High,PRIVATE,NONE,CHEMISTRY,1560,6.5,2.5,"['*CMU', '*PURDUE', '*UCSB', '*UCD', '*UIUC']","['*UCSD', '*NYU', '*UCHICAGO', '*UCI']","['*UCLA', '*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*COLUMBIA', '*BERKELEY', '*DUKE', '*PRINCETON', '*MIT', '*CALTECH', '*CMU', '*UPENN', '*USC']",NA,"CMU, PURDUE, UCSB, UCD, UIUC","UCSD, NYU, UCHICAGO, UCI","UCLA, HARVARD, YALE, BROWN, STANFORD, COLUMBIA, BERKELEY, DUKE, PRINCETON, MIT, CALTECH, CMU, UPENN, USC",5,4,14
M,ASIAN,WA,Low,NA,LEGACY,ENG,1380,5.5,4.5,"['*UCD', '*UCI']",['*BERKELEY'],['*UCLA'],NA,"UCD, UCI",BERKELEY,UCLA,2,1,1
F,ASIAN,CO,High,CHARTER,NONE,NA,1500,6.5,6.5,['*CASE WESTERN'],"['*DARTMOUTH', '*EMORY', '*BOSTON COLLEGE']","['*BROWN', '*NORTHWESTERN', '*CORNELL', '*DUKE', '*JOHNS HOPKINS', '*VANDERBILT', '*NORTHEASTERN']",NA,CASE WESTERN,"DARTMOUTH, EMORY, BOSTON COLLEGE","BROWN, NORTHWESTERN, CORNELL, DUKE, JOHNS HOPKINS, VANDERBILT, NORTHEASTERN",1,3,7
M,HISPANIC,CA,Low,PUBLIC,URM,NA,1330,5.5,6.8,"['*UCLA', '*STANFORD', '*BERKELEY', '*CALTECH']","['*HARVARD', '*MIT']",['*COLUMBIA'],NA,"UCLA, STANFORD, BERKELEY, CALTECH","HARVARD, MIT",COLUMBIA,4,2,1
